candidate_id,source_id,source_file,page_start,page_end,chunk_type,suggested_question_type,generated_question,generated_answer,evidence_quote,warnings,review_status,final_question,final_answer,final_question_type,reviewer_notes
batch2::cross_doc_multi::43e4d5338431,abb_manual_for_induction_motors_and_generators_en,abb_manual_for_induction_motors_and_generators_en.pdf,79,160,cross_doc_multi,cross_doc_multi,"When comparing the ABB motor and PowerFlex 520-series drive manuals, what common cause or symptom pattern appears across both documents?","Both documents point to related evidence: above the alarm limit can be caused either by increased losses in the bearing, or by decreased cooling capacity, it often indicates a proble / • Flashing fault number • Flashing fault indicator (LED) Press the Esc key to regain control of the display.","above the alarm limit can be caused either by increased losses in the bearing, or by decreased cooling capacity, it
often indicates a problem somewhere in the machine or in the lubrication system, and should therefore be closely
monitored.
The reasons for abnormal bearing temperature vary, but for some possible reason see Chapter 7.5.2 Lubrication of
sleeve bearings or Chapter 8.1.2 Lubrication system and bearings. I

• Flashing fault number
• Flashing fault indicator (LED)
Press the Esc key to regain control of the display.
Step Keys
1. Press Esc to acknowledge the fault. The fault information is removed so that you",likely_table_broken; answer_not_exact_substring_of_evidence,,,,,
batch2::safety_or_constraint::2fb879eaa180,abb_manual_for_induction_motors_and_generators_en,abb_manual_for_induction_motors_and_generators_en.pdf,85,85,safety_and_constraint,safety_or_constraint,What safety precaution or limit should I follow for 7.5.4.2 Cleanliness of bearing insulation on the ABB motor?,"Before conducting any maintenance work on the electrical windings, general electrical safety precautions are to be taken and local regulations are to be respected in order to prevent personnel accidents.","Before conducting any maintenance work on the electrical windings, general electrical safety precautions are to
be taken and local regulations are to be respected in order to prevent personnel accidents. See Chapter 7.2 Safety
precautions for more information.
Independent test and maintenance instructions can also be found in the following international standards:",,,,,,
batch2::safety_or_constraint::5ab7c97fc4b1,abb_manual_for_induction_motors_and_generators_en,abb_manual_for_induction_motors_and_generators_en.pdf,86,86,safety_and_constraint,safety_or_constraint,What safety precaution or limit should I follow for 7.6.1 Particular safety instructions for winding maintenance on the ABB motor?,NOTE: There are special instructions for handling dangerous substances during maintenance work.,"NOTE: There are special instructions for handling dangerous substances during maintenance
work. These instructions must be followed.
Some general safety measures during winding maintenance are as follows:
• Avoid breathing air fumes: ensure proper air circulation at the work site or use respiration masks.",,,,,,
batch2::abstention_insufficient_evidence::fd9a6a023539,abb_manual_for_induction_motors_and_generators_en,abb_manual_for_induction_motors_and_generators_en.pdf,92,92,alarm_fault_code,abstention_insufficient_evidence,What exact brush wear in mm/10 value should I apply on the ABB motor for my current现场 condition if the manual does not include the needed operating data?,"The available manual evidence is not sufficient to answer reliably; this question needs live operating data, site-specific conditions, or external diagnostics.",,short_evidence_quote; answer_not_exact_substring_of_evidence,,,,,
batch2::symptom_cause::84661495dade,abb_manual_for_induction_motors_and_generators_en,abb_manual_for_induction_motors_and_generators_en.pdf,95,95,alarm_fault_code,symptom_cause,What could cause 7.8.3.1 Air circulation on the ABB motor?,"If the temperature detectors show abnormal temperature or close to the alarm level in winding or in cooling air, the","If the temperature detectors show abnormal temperature or close to the alarm level in winding or in cooling air, the",,,,,,
batch2::abstention_insufficient_evidence::9d0c06867a75,abb_manual_for_induction_motors_and_generators_en,abb_manual_for_induction_motors_and_generators_en.pdf,97,97,troubleshooting_procedure,abstention_insufficient_evidence,"Can you determine whether the bearing on the ABB motor must be repaired immediately based only on the manual, without current现场 data?","The available manual evidence is not sufficient to answer reliably; this question needs live operating data, site-specific conditions, or external diagnostics.",,short_evidence_quote; answer_not_exact_substring_of_evidence,,,,,
batch2::troubleshooting_step::93b7c663a9b7,abb_manual_for_induction_motors_and_generators_en,abb_manual_for_induction_motors_and_generators_en.pdf,100,100,troubleshooting_procedure,troubleshooting_step,How should I troubleshoot 8.1.2.3 Sleeve bearings with flood lubrication on the ABB motor?,"d bearing Verify correct bearing assemblage and adjustments • • • Oil impurities Change oil, check bearing condition, replace bearing shells • • Bearing currents Restore bearing insulation, replace","d bearing Verify correct bearing assemblage and
adjustments
• • • Oil impurities Change oil, check bearing condition,
replace bearing shells
• • Bearing currents Restore bearing insulation, replace",,,,,,
batch2::troubleshooting_step::cdbec30b7f28,abb_manual_for_induction_motors_and_generators_en,abb_manual_for_induction_motors_and_generators_en.pdf,104,104,troubleshooting_procedure,troubleshooting_step,How should I troubleshoot Observed on the ABB motor?,"• Open the bearing, clean the surfaces and apply new sealant between the bearing housing halves.","• Open the bearing, clean the surfaces and apply new sealant between the bearing housing halves.
• Verify that there is nothing, which might cause low pressure next to the bearing. A shaft or coupling cover can
for instance be designed so that it will cause low pressure near the bearing.
• Verify that there is no overpressure inside the bearing. Overpressure may be entering the bearing through the
oil outlet piping f",heading_like_question_subject,,,,,
batch2::troubleshooting_step::3a2991c38174,abb_manual_for_induction_motors_and_generators_en,abb_manual_for_induction_motors_and_generators_en.pdf,105,105,troubleshooting_procedure,troubleshooting_step,How should I troubleshoot 8.2.2 Sleeve bearings on the ABB motor?,1.,"1. Re-tighten the bearing housing.
This is especially important during the commissioning of the machine, or if the machine has been standing still
for a longer period, as the parts may set.
If the bearing housing halves are not in a tight fit in respect to each other, the oil might wash away the sealant",short_generated_answer,,,,,
batch2::troubleshooting_step::474fedb35d3c,abb_manual_for_induction_motors_and_generators_en,abb_manual_for_induction_motors_and_generators_en.pdf,116,116,troubleshooting_procedure,troubleshooting_step,How should I troubleshoot Contact the Global Technical Support Center Finland by on the ABB motor?,Contact the Global Technical Support Center Finland by: • Phone 7 am - 5 pm (GMT +2): +358(0)10 22 11 • 24-Hour Supprt Line: +358(0)10 22 21 999 • E-mail for sales: machines.service@fi.abb.com,"Contact the Global Technical Support Center Finland by:
• Phone 7 am - 5 pm (GMT +2): +358(0)10 22 11
• 24-Hour Supprt Line: +358(0)10 22 21 999
• E-mail for sales: machines.service@fi.abb.com",,,,,,
batch2::safety_or_constraint::b8a4ff4bde64,abb_manual_for_induction_motors_and_generators_en,abb_manual_for_induction_motors_and_generators_en.pdf,121,121,safety_and_constraint,safety_or_constraint,What safety precaution or limit should I follow for 10.1 Introduction on the ABB motor?,sea is made of impregnated wood that must be recycled according to local regulations.,"sea is made of impregnated wood that must be
recycled according to local regulations.
• Plastic material around the machine can be recycled.
• Any anti-corrosive agent covering the machine surface can be removed using a petrol based detergent and a",,,,,,
batch2::symptom_cause::715c138cb4cf,abb_manual_for_induction_motors_and_generators_en,abb_manual_for_induction_motors_and_generators_en.pdf,127,127,alarm_fault_code,symptom_cause,What could cause Bearing oil: Manufacturer:__________________ Type:_________________________ on the ABB motor?,"Jack-up pumps checked: no yes, alarm setting:_____kPa, relief valve setting:______kPa Oil filters checked: no yes Grease lubricated bearings: Grease: Manufacturer:__________________ Type:_________________________ The grease quality is the s","Jack-up pumps checked: no yes, alarm setting:_____kPa, relief valve setting:______kPa
Oil filters checked: no yes
Grease lubricated bearings:
Grease: Manufacturer:__________________ Type:_________________________
The grease quality is the same as",,,,,,
batch2::abstention_insufficient_evidence::64764b718a25,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions.pdf,4,4,safety_and_constraint,abstention_insufficient_evidence,Can I confirm that the Grundfos pump is safe to restart right now without现场 inspection or live electrical measurements?,"The available manual evidence is not sufficient to answer reliably; this question needs live operating data, site-specific conditions, or external diagnostics.",,short_evidence_quote; answer_not_exact_substring_of_evidence,,,,,
batch2::safety_or_constraint::cad823456626,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions.pdf,5,5,safety_and_constraint,safety_or_constraint,What safety precaution or limit should I follow for 2.4 Radio communication on the Grundfos pump?,into an external load which must return it to ground (earth). DI Digital input. DO Digital output.,"into an external load which must return it to ground
(earth).
DI Digital input.
DO Digital output.",likely_table_broken,,,,,
batch2::definition_or_component_lookup::0b36f1b10753,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions.pdf,6,6,safety_and_constraint,definition_or_component_lookup,What does motor refer to on the Grundfos pump?,"ver to the motor, observe the guidelines in section 4.4 Ensuring motor cooling . TM05 3496 3512 In order to maintain the UL mark, additional","ver to the motor, observe the
guidelines in section 4.4 Ensuring motor cooling .
TM05 3496 3512
In order to maintain the UL mark, additional",definition_fallback_candidate,,,,,
batch2::safety_or_constraint::c3b44218fff8,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions.pdf,6,6,safety_and_constraint,safety_or_constraint,What safety precaution or limit should I follow for 4.4 Ensuring motor cooling on the Grundfos pump?,regulations. All operations must be carried out by a qualified electrician. Carry out the electrical connecti on according to local regulati ons. Check that the supply voltage and frequency correspond to the,"regulations. All operations must be carried out by a qualified
electrician.
Carry out the electrical connecti on according to local regulati ons.
Check that the supply voltage and frequency correspond to the",,,,,,
batch2::safety_or_constraint::6084669eb16c,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions.pdf,9,9,safety_and_constraint,safety_or_constraint,What safety precaution or limit should I follow for 5.5 Connection terminals on the Grundfos pump?,DANGER Electric shock Death or serious personal injury - Make sure that the wires to be connected to the,"DANGER
Electric shock
Death or serious personal injury
- Make sure that the wires to be connected to the",likely_table_broken,,,,,
batch2::symptom_cause::5cae73609025,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions.pdf,11,11,alarm_fault_code,symptom_cause,What could cause 5.6 Signal cables on the Grundfos pump?,of the E-pump. See section 5.6 Signal cables for additional details. Fig. 10 Danfoss sensor 5.7 Bus connection cable,"of the E-pump.
See section 5.6 Signal cables for additional details.
Fig. 10 Danfoss sensor
5.7 Bus connection cable",likely_table_broken,,,,,
batch2::abstention_insufficient_evidence::b71c260253b5,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions.pdf,13,13,safety_and_constraint,abstention_insufficient_evidence,Can I confirm that the Grundfos pump is safe to restart right now without现场 inspection or live electrical measurements?,"The available manual evidence is not sufficient to answer reliably; this question needs live operating data, site-specific conditions, or external diagnostics.",,short_evidence_quote; answer_not_exact_substring_of_evidence,,,,,
batch2::safety_or_constraint::f48fcbd295f5,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions.pdf,13,13,safety_and_constraint,safety_or_constraint,What safety precaution or limit should I follow for 6.6 Motor cooling on the Grundfos pump?,"• The temperature of the cooling air must not exceed 122 °F (50 °C) (for 3 x 380-500 V), or 104 °F (40 °C) (for 1 x 200-230 V o r 3 x 200-240 V). • Keep cooling fins and fan blades clean.","• The temperature of the cooling air must not exceed 122 °F (50
°C) (for 3 x 380-500 V), or 104 °F (40 °C) (for 1 x 200-230 V o r
3 x 200-240 V).
• Keep cooling fins and fan blades clean.",,,,,,
batch2::symptom_cause::98194a215cee,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions.pdf,14,14,alarm_fault_code,symptom_cause,What could cause 8.1.1 Pump in differential-pressure control mode on the Grundfos pump?,"8.1.1 Pump in differential-pressure control mode The following example applies to a pump in an application where a pressure sensor gives a feedback to the pump. If you retrofit the sensor to the pump, set it m anually as the pump does not","8.1.1 Pump in differential-pressure control mode
The following example applies to a pump in an application where
a pressure sensor gives a feedback to the pump. If you retrofit the
sensor to the pump, set it m anually as the pump does not",,,,,,
batch2::symptom_cause::70d50164b7af,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions.pdf,15,15,alarm_fault_code,symptom_cause,What could cause English (US) on the Grundfos pump?,"Saves changed values, r esets alarms and expands the value field.","Saves changed values, r esets alarms and
expands the value field.",,,,,,
batch2::safety_or_constraint::c185c78a6dee,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions.pdf,23,23,safety_and_constraint,safety_or_constraint,What safety precaution or limit should I follow for English (US) on the Grundfos pump?,"""Alarms and warnings"" NBE, NBSE, NKE, TPE,","""Alarms and warnings""
NBE,
NBSE,
NKE, TPE,",likely_table_broken,,,,,
batch2::definition_or_component_lookup::3fb2eeaab504,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions.pdf,29,29,parameter_and_configuration,definition_or_component_lookup,What does pump refer to on the Grundfos pump?,"Diff. press.,pump 5 Operating mode 6 Press. 2, external 7 Diff. press., ext. 8","Diff. press.,pump 5
Operating mode 6
Press. 2, external 7
Diff. press., ext. 8",definition_fallback_candidate; likely_table_broken,,,,,
batch2::definition_or_component_lookup::a19cfd57b4ef,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions.pdf,29,29,parameter_and_configuration,definition_or_component_lookup,What does pump refer to on the Grundfos pump?,"module, FM 300 . Set the analog input for a feedback sensor via the Assisted pump setup menu. See section 11.41 Assisted pump setup . If you want to set an analog input for other purposes, you can do","module, FM 300 .
Set the analog input for a feedback sensor via the Assisted pump
setup menu. See section 11.41 Assisted pump setup .
If you want to set an analog input for other purposes, you can do",definition_fallback_candidate,,,,,
batch2::cross_doc_multi::d458b60959b3,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions.pdf,31,145,cross_doc_multi,cross_doc_multi,"When comparing the Grundfos pump and PowerFlex 520-series drive manuals, what common cause or symptom pattern appears across both documents?","Both documents point to related evidence: • External fault When the input is activated, a timer is started. / F646 [Fault 6 Current] F648 [Fault 8 Current] F650 [Fault10 Current] PowerFlex 525 only F647 [Fault 7 Current]","• External fault
When the input is activated, a timer is started. If the input i s
activated for more than 5 seconds, the pump stops and a fault
is indicated. This function d epends on input from external
equipment.

F646 [Fault 6 Current]
F648 [Fault 8 Current]
F650 [Fault10 Current]
PowerFlex 525 only
F647 [Fault 7 Current]",likely_table_broken; answer_not_exact_substring_of_evidence,,,,,
batch2::symptom_cause::0a4fe3feaa1e,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions.pdf,31,31,alarm_fault_code,symptom_cause,What could cause Function on the Grundfos pump?,"t. • Dry running When this function has been selected, lack of inlet pressure or water shortage can be detected. When lack of inlet pressure","t.
• Dry running
When this function has been selected, lack of inlet pressure or
water shortage can be detected. When lack of inlet pressure",,,,,,
batch2::symptom_cause::aa60a27b3cf6,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions.pdf,31,31,alarm_fault_code,symptom_cause,What could cause Function on the Grundfos pump?,"o digital input 2. When digital inputs are set to predefined setpoint, the pump operates according to a setpoint based on the combination of the activated digital inputs. See section 11.16.2 ""Predefined","o digital input 2.
When digital inputs are set to predefined setpoint, the pump
operates according to a setpoint based on the combination of
the activated digital inputs. See section 11.16.2 ""Predefined",,,,,,
batch2::cross_doc_multi::7a49af935bc2,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions.pdf,32,146,cross_doc_multi,cross_doc_multi,"When comparing the Grundfos pump and PowerFlex 520-series drive manuals, what common cause or symptom pattern appears across both documents?","Both documents point to related evidence: • External fault • Alarm resetting • Dry running • Accumulated flow • ""Predefined setpoint digit / Fault and Diagnostic Group (continued) F661 [Status @ Fault 1] F663 [Status @ Fault 3] F665 [Status @ Fault 5] F662 [Status @ Fault 2] Relat","• External fault
• Alarm resetting
• Dry running
• Accumulated flow
• ""Predefined setpoint digit

Fault and Diagnostic Group (continued)
F661 [Status @ Fault 1]
F663 [Status @ Fault 3]
F665 [Status @ Fault 5]
F662 [Status @ Fault 2] Related Parameters: b006",likely_table_broken; answer_not_exact_substring_of_evidence,,,,,
batch2::abstention_insufficient_evidence::c5f463cc1e18,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions.pdf,33,33,safety_and_constraint,abstention_insufficient_evidence,Can I confirm that the Grundfos pump is safe to restart right now without现场 inspection or live electrical measurements?,"The available manual evidence is not sufficient to answer reliably; this question needs live operating data, site-specific conditions, or external diagnostics.",,short_evidence_quote; answer_not_exact_substring_of_evidence,,,,,
batch2::abstention_insufficient_evidence::3a58509426ed,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions.pdf,34,34,safety_and_constraint,abstention_insufficient_evidence,Can I confirm that the Grundfos pump is safe to restart right now without现场 inspection or live electrical measurements?,"The available manual evidence is not sufficient to answer reliably; this question needs live operating data, site-specific conditions, or external diagnostics.",,short_evidence_quote; answer_not_exact_substring_of_evidence,,,,,
