candidate_id,source_id,source_file,page_start,page_end,chunk_type,suggested_question_type,generated_question,generated_answer,evidence_quote,warnings,review_status,final_question,final_answer,final_question_type,reviewer_notes
abb_manual_for_induction_motors_and_generators_en::safety_or_constraint::89f91c5c1d95,abb_manual_for_induction_motors_and_generators_en,abb_manual_for_induction_motors_and_generators_en.pdf,86,86,safety_and_constraint,safety_or_constraint,What safety precaution or limit should I follow for 7.6.1 Particular safety instructions for winding maintenance on the ABB motor?,"Some of the hazardous works of the winding maintenance include: • Handling of hazardous solvents, varnishes, and resins.","Some of the hazardous works of the winding maintenance include:
• Handling of hazardous solvents, varnishes, and resins. Hazardous substances are required for cleaning and re-
varnishing windings. These substances can be dangerous if inhaled, swallowed or in any contact with skin or
other organs. Seek proper medical care if an accident occurs.",,revise,What hazardous substances may be involved in ABB motor winding maintenance?,"Winding maintenance may involve hazardous solvents, varnishes, and resins. These substances can be dangerous if inhaled, swallowed, or in contact with skin or other organs, and proper medical care should be sought if an accident occurs.",safety_or_constraint,原问题可用但不够聚焦；改成绕组维护危险物质及安全风险。
abb_manual_for_induction_motors_and_generators_en::symptom_cause::2353ea1d4853,abb_manual_for_induction_motors_and_generators_en,abb_manual_for_induction_motors_and_generators_en.pdf,94,94,alarm_fault_code,symptom_cause,What could cause 7.7.4.5 Carbon dust on the ABB motor?,approach the alarm level.,"approach the alarm level.
If a filter differential pressure monitoring system is being used, the filters should be changed immediately after
a pressure alarm. The alarm level is such that 50% of the air filter surface is obstructed. The operating personnel
should also manually inspect the filters frequently.
Remove the air filters for cleaning. If the surrounding air is sufficiently clean, the filters can be changed",short_generated_answer,revise,When should ABB motor air filters be changed if a filter differential pressure monitoring system is used?,"The filters should be changed immediately after a pressure alarm. The alarm level means about 50% of the air filter surface is obstructed, and operators should also inspect filters frequently.",troubleshooting_step,原问题 Carbon dust 与证据不完全对应；改成过滤器压差报警处理。
abb_manual_for_induction_motors_and_generators_en::troubleshooting_step::700c420e1250,abb_manual_for_induction_motors_and_generators_en,abb_manual_for_induction_motors_and_generators_en.pdf,104,104,troubleshooting_procedure,troubleshooting_step,How should I troubleshoot Observed on the ABB motor?,"• Overload Control system setting Check machine controls, eliminate overload • Overspeed Check actual speed and ABB speed recommendations • Network unbalance Check that network balance fulfils requirements","• Overload Control system setting Check machine controls, eliminate overload
• Overspeed Check actual speed and ABB speed
recommendations
• Network unbalance Check that network balance fulfils
requirements",heading_like_question_subject,revise,"What checks are recommended for overload, overspeed, or network unbalance on the ABB motor?","For overload, check machine controls and eliminate overload. For overspeed, check the actual speed against ABB speed recommendations. For network unbalance, check that the network balance fulfills requirements.",troubleshooting_step,原问题 Observed 过于笼统；证据是故障-检查项列表，可修复。
abb_manual_for_induction_motors_and_generators_en::troubleshooting_step::fc1037e02f62,abb_manual_for_induction_motors_and_generators_en,abb_manual_for_induction_motors_and_generators_en.pdf,112,112,troubleshooting_procedure,troubleshooting_step,How should I troubleshoot 8.4.2 Brush sparking on the ABB motor?,"Always check the following: • Before starting the motor, the linear actuator auxiliary box must be electrically connected and its adjustments checked.","Always check the following:
• Before starting the motor, the linear actuator auxiliary box must be electrically connected and its adjustments
checked. When the cables are connected according to the manual, the function of the linear actuator and
proximity sensors can and must be checked without starting the motor.
• Verify the brushes are in good condition and that they can move freely in the brush holders.",,revise,What should be checked when troubleshooting brush sparking on an ABB motor?,Check that the linear actuator auxiliary box is electrically connected and its adjustments are verified before starting the motor. Also verify that the brushes are in good condition and can move freely in the brush holders.,troubleshooting_step,原答案只覆盖第一条；补全与 brush sparking 直接相关的检查项。
abb_manual_for_induction_motors_and_generators_en::symptom_cause::c754f7398127,abb_manual_for_induction_motors_and_generators_en,abb_manual_for_induction_motors_and_generators_en.pdf,129,129,alarm_fault_code,symptom_cause,What could cause Bearing oil: Manufacturer:__________________ Type:_________________________ on the ABB motor?,"Earth fault setting: no yes, setting: Reverse power setting: no yes, setting: Differential protection setting: no yes, setting: Vibration monitoring: no yes, alarm:__________mm/s, trip:______________mm/s Temperature monitoring: - in stator","Earth fault setting: no yes, setting:
Reverse power setting: no yes, setting:
Differential protection setting: no yes, setting:
Vibration monitoring: no yes, alarm:__________mm/s, trip:______________mm/s
Temperature monitoring: - in stator",,reject,,,symptom_cause,证据是调试/检查表字段，问题主体“Bearing oil...”不是故障症状，无法形成可验证问答。
grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions::safety_or_constraint::ea7520ef13bf,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions.pdf,5,5,safety_and_constraint,safety_or_constraint,What safety precaution or limit should I follow for 2.4 Radio communication on the Grundfos pump?,WARNING Falling objects Death or serious personal injury - Secure the product during tr ansportation to prevent,"WARNING
Falling objects
Death or serious personal injury
- Secure the product during tr ansportation to prevent",likely_table_broken,revise,What transportation safety precaution should be followed for the Grundfos pump product?,Secure the product during transportation to prevent falling objects that could cause death or serious personal injury.,safety_or_constraint,原问题错误关联 Radio communication；证据实际是运输防坠落警告。
grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions::symptom_cause::4236efba7f3c,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions.pdf,14,14,alarm_fault_code,symptom_cause,What could cause 8.1.1 Pump in differential-pressure control mode on the Grundfos pump?,8.1.4 Resetting of fault indications Reset a fault indication in one of the following ways: • Via the digital input if it has been set to Alarm resetting . • Briefly press or on the pump. This does not change the setting of the pump.,"8.1.4 Resetting of fault indications
Reset a fault indication in one of the following ways:
• Via the digital input if it has been set to Alarm resetting .
• Briefly press or on the pump. This does not change the
setting of the pump.",,revise,How can a fault indication be reset on a Grundfos pump?,"A fault indication can be reset via the digital input if it has been set to alarm resetting, or by briefly pressing the reset/control button on the pump. This does not change the pump setting.",troubleshooting_step,原问题误判为 cause 且主题不匹配；证据实际是故障指示复位方法。
grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions::definition_or_component_lookup::af6fb52f88f6,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions.pdf,30,30,parameter_and_configuration,definition_or_component_lookup,What does pump refer to on the Grundfos pump?,"Flow Pump flow Flow, external Temperature Temperature 1 Temperature 2 If you want to use the control mode ""constant differential pressure"", y ou must choose the function","Flow Pump flow Flow, external
Temperature Temperature 1 Temperature 2
If you want to use the control mode ""constant
differential pressure"", y ou must choose the function",definition_fallback_candidate,reject,,,definition_or_component_lookup,证据是表格碎片，不能稳定回答“pump 的定义”；不建议进入测试集。
grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions::safety_or_constraint::9c817b6ec7e1,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions.pdf,38,38,safety_and_constraint,safety_or_constraint,What safety precaution or limit should I follow for English (US) on the Grundfos pump?,"re open, the pump either stops or runs a t the normal setpoint. Set the desired action with Grundfos GO or wit h the advanced control panel. Factory setting","re open, the pump either stops or runs a t the
normal setpoint. Set the desired action with Grundfos GO or wit h
the advanced control panel.
Factory setting",,reject,,,safety_or_constraint,证据开头截断且缺少明确对象；无法稳定判断“open”对应的输入/状态。
grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions::definition_or_component_lookup::bf9b951e7105,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions.pdf,39,39,safety_and_constraint,definition_or_component_lookup,What does pump refer to on the Grundfos pump?,The function is to monitor the outlet pressure of a pump.,"The function is to monitor the outlet pressure of a pump. If th e
pressure is below 5 bar for more than 5 seconds, a warning must
be given. If the outlet pressure is above 7 bar for more than 8
seconds, you must reset the warning.",definition_fallback_candidate,revise,What does the outlet-pressure monitoring function do on the Grundfos pump?,"It monitors the pump outlet pressure. If pressure is below 5 bar for more than 5 seconds, a warning is given; if outlet pressure is above 7 bar for more than 8 seconds, the warning must be reset.",troubleshooting_step,原问题误判为 pump 定义；证据可支持压力监控功能与阈值。
grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions::safety_or_constraint::71900f1a592f,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions.pdf,42,42,safety_and_constraint,safety_or_constraint,What safety precaution or limit should I follow for English (US) on the Grundfos pump?,"11.39 Warning log This menu contains a list of l ogged warnings from the product. The log shows the name of the warning, when the warning occurred and when it was reset.","11.39 Warning log
This menu contains a list of l ogged warnings from the product.
The log shows the name of the warning, when the warning
occurred and when it was reset.",,revise,What information is shown in the Grundfos pump warning log?,"The warning log contains logged warnings from the product and shows the name of each warning, when it occurred, and when it was reset.",parameter_or_fault_code,原问题“English (US)”无意义；证据可改为 warning log 功能说明。
grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions::symptom_cause::abf8fec4d498,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions.pdf,43,43,alarm_fault_code,symptom_cause,What could cause 11.41 Assisted pump setup on the Grundfos pump?,easuring uni t according to the sens or specifications. 9. Set the minimum and maximum sensor values according to the sensor specifications. 10. Set the desired setpoint.,"easuring uni t according to the sens or specifications.
9. Set the minimum and maximum sensor values according to
the sensor specifications.
10. Set the desired setpoint.",,reject,,,symptom_cause,证据是 assisted pump setup 的残缺步骤，不是故障原因，且答案开头截断。
grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions::safety_or_constraint::aa7df94af40f,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions.pdf,51,51,safety_and_constraint,safety_or_constraint,What safety precaution or limit should I follow for Description Grundfos Eye on the Grundfos pump?,modeOperation Running Ready Alarm Warning The power is off. Off -,"modeOperation Running Ready Alarm Warning
The power is off.
Off
-",likely_table_broken; heading_like_question_subject,revise,What does the Grundfos Eye indicate when the power is off?,"When the power is off, the Grundfos Eye status is Off.",parameter_or_fault_code,原问题 Description Grundfos Eye 不自然；表格轻微破碎但可修复为状态含义。
grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions::troubleshooting_step::e396eccfa5ff,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions.pdf,58,58,troubleshooting_procedure,troubleshooting_step,How should I troubleshoot English (US) on the Grundfos pump?,"Note: When connected to a public network, 11 kW motors do not comply with the partial weight ed harmonic distortion (PWHD) requirements of EN 61000-3-12. If required by the distribution network operator, compliance c an be obtained in the following way:","Note: When connected to a public network, 11 kW motors do not
comply with the partial weight ed harmonic distortion (PWHD)
requirements of EN 61000-3-12. If required by the distribution
network operator, compliance c an be obtained in the following
way:",,reject,,,troubleshooting_step,证据是 11 kW 电机谐波合规说明的残缺片段，不是故障排查步骤，答案不完整。
grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions::troubleshooting_step::5ec1d55e7e4e,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions.pdf,61,61,troubleshooting_procedure,troubleshooting_step,How should I troubleshoot for Electronically Protected Motors on the Grundfos pump?,Ce produit a été testé selon l es normes national es s'appliquant aux moteurs protégés électroniquement: CSA 22.2 100.04: 2009 (s'applique au Canada uniquement). UL 1004-1: Juin 2011 (s'applique aux États-Unis uniquement). 1.2 Radio communication,"Ce produit a été testé selon l es normes national es s'appliquant
aux moteurs protégés électroniquement:
CSA 22.2 100.04: 2009 (s'applique au Canada uniquement).
UL 1004-1: Juin 2011 (s'applique aux États-Unis uniquement).
1.2 Radio communication",,reject,,,troubleshooting_step,证据为法语认证/标准说明，不是 Electronically Protected Motors 的排查步骤。
haascnc_com_rotary_troubleshooting_guide_ngc::parameter_or_fault_code::2a9222e777c9,haascnc_com_rotary_troubleshooting_guide_ngc,haascnc.com-Rotary - Troubleshooting Guide - NGC.pdf,3,3,alarm_fault_code,parameter_or_fault_code,What does Alarm 5.108 indicate on the Haas rotary unit?,"Alarm 5.108, 6.108 or 7.108 A, B or C AXIS SERVO OVERLOAD The feeds and speeds are too","Alarm 5.108, 6.108 or
7.108 A, B or C AXIS
SERVO OVERLOAD
The feeds and
speeds are too",likely_table_broken,revise,"What does Alarm 5.108, 6.108, or 7.108 indicate on a Haas rotary unit?","It indicates an A, B, or C axis servo overload alarm.",parameter_or_fault_code,证据表格被截断；可保留故障码含义，但不要使用不完整的原因描述。
haascnc_com_rotary_troubleshooting_guide_ngc::symptom_cause::f252e0a6ad0c,haascnc_com_rotary_troubleshooting_guide_ngc,haascnc.com-Rotary - Troubleshooting Guide - NGC.pdf,5,5,alarm_fault_code,symptom_cause,What could cause Alarm 5.423 on the Haas rotary unit?,"Alarm 5.423, 6.423 or 7.423 A, B or C AXIS SECONDARY ENCODER POSITION MISMATCH","Alarm 5.423, 6.423 or
7.423 A, B or C AXIS
SECONDARY
ENCODER POSITION
MISMATCH",likely_table_broken,revise,"What does Alarm 5.423, 6.423, or 7.423 indicate on a Haas rotary unit?","It indicates an A, B, or C axis secondary encoder position mismatch.",parameter_or_fault_code,原问题问 cause，但证据更适合故障码含义。
haascnc_com_rotary_troubleshooting_guide_ngc::parameter_or_fault_code::3aa8dc68a250,haascnc_com_rotary_troubleshooting_guide_ngc,haascnc.com-Rotary - Troubleshooting Guide - NGC.pdf,7,7,alarm_fault_code,parameter_or_fault_code,What does Alarm 5.9923 indicate on the Haas rotary unit?,"CHANNEL FAULT DETECTED Alarm 5.9923, 6.9923 or 7.9923 A, B or C AXIS SOFTWARE","CHANNEL FAULT
DETECTED
Alarm 5.9923, 6.9923
or 7.9923 A, B or C
AXIS SOFTWARE",likely_table_broken,revise,"What does Alarm 5.9923, 6.9923, or 7.9923 indicate on a Haas rotary unit?","It indicates an A, B, or C axis software channel fault detected.",parameter_or_fault_code,证据表格碎片但足以支持故障码含义。
haascnc_com_rotary_troubleshooting_guide_ngc::symptom_cause::b6732d2c249e,haascnc_com_rotary_troubleshooting_guide_ngc,haascnc.com-Rotary - Troubleshooting Guide - NGC.pdf,14,14,alarm_fault_code,symptom_cause,What could cause Alarm 5.9719 on the Haas rotary unit?,(Faulty servo motor encoder.) Refer to Serial Data Communication Faults / Electrical Noise section below.,"(Faulty servo
motor encoder.)
Refer to Serial Data
Communication Faults /
Electrical Noise section below.",likely_table_broken,revise,What could cause Alarm 5.9719 on a Haas rotary unit?,A faulty servo motor encoder could cause the alarm; the guide also points to serial data communication faults or electrical noise for further checks.,symptom_cause,可用；原答案基本有依据，但建议补全表达。
haascnc_com_rotary_troubleshooting_guide_ngc::parameter_or_fault_code::e63f0d3d7441,haascnc_com_rotary_troubleshooting_guide_ngc,haascnc.com-Rotary - Troubleshooting Guide - NGC.pdf,15,15,alarm_fault_code,parameter_or_fault_code,What does Alarm 5.9720 indicate on the Haas rotary unit?,faulty.) (Inspect the cables and connectors. Refer to the Main Processor/Encoder Cable section below.),"faulty.)
(Inspect the cables and
connectors. Refer to the Main
Processor/Encoder Cable section
below.)",likely_table_broken,revise,What should be inspected when troubleshooting the Haas rotary encoder cable or connector fault evidence in this chunk?,"Inspect the cables and connectors, including the Main Processor/Encoder cable section, if the fault persists.",troubleshooting_step,原问题是故障码含义但证据只支持检查动作；建议改成检查步骤。
haascnc_com_rotary_troubleshooting_guide_ngc::symptom_cause::b67dca0b9e92,haascnc_com_rotary_troubleshooting_guide_ngc,haascnc.com-Rotary - Troubleshooting Guide - NGC.pdf,16,16,alarm_fault_code,symptom_cause,What could cause Alarm 5.9720 on the Haas rotary unit?,ENCODER FAULT) (Software has reported an internal fault of a type that is,"ENCODER FAULT)
(Software has
reported an
internal fault of
a type that is",likely_table_broken,revise,"What does Alarm 5.9720, 6.9720, or 7.9720 relate to on a Haas rotary unit?",It relates to an encoder fault where software reports an internal encoder fault.,parameter_or_fault_code,表格破碎但能支持 encoder fault；建议保留为故障码含义。
haascnc_com_rotary_troubleshooting_guide_ngc::parameter_or_fault_code::ae5ec49fa7c2,haascnc_com_rotary_troubleshooting_guide_ngc,haascnc.com-Rotary - Troubleshooting Guide - NGC.pdf,21,21,alarm_fault_code,parameter_or_fault_code,What does Alarm 5.9923 indicate on the Haas rotary unit?,"CHANNEL FAULT DETECTED Alarm 5.9923, 6.9923 or 7.9923 A, B or C AXIS SOFTWARE","CHANNEL FAULT
DETECTED
Alarm 5.9923, 6.9923
or 7.9923 A, B or C
AXIS SOFTWARE",likely_table_broken,reject,,,parameter_or_fault_code,与另一条 Alarm 5.9923 样本重复；不建议保留重复问题。
haascnc_com_rotary_troubleshooting_guide_ngc::parameter_or_fault_code::fd4d003ce487,haascnc_com_rotary_troubleshooting_guide_ngc,haascnc.com-Rotary - Troubleshooting Guide - NGC.pdf,28,28,alarm_fault_code,parameter_or_fault_code,What does Alarm 5.9719 indicate on the Haas rotary unit?,(Faulty servo motor encoder.) Refer to Serial Data Communication Faults / Electrical Noise section below.,"(Faulty servo
motor encoder.)
Refer to Serial Data
Communication Faults /
Electrical Noise section below.",likely_table_broken,reject,,,parameter_or_fault_code,与 Alarm 5.9719 的 cause 样本高度重复；保留一条更清晰的即可。
haascnc_com_rotary_troubleshooting_guide_ngc::symptom_cause::af846e3d1ddc,haascnc_com_rotary_troubleshooting_guide_ngc,haascnc.com-Rotary - Troubleshooting Guide - NGC.pdf,30,30,alarm_fault_code,symptom_cause,What could cause Alarm 5.9720 on the Haas rotary unit?,ENCODER FAULT) (Software has reported an internal fault of a type that is,"ENCODER FAULT)
(Software has
reported an
internal fault of
a type that is",likely_table_broken,reject,,,symptom_cause,与 Alarm 5.9720 样本重复，且证据同样破碎；不建议保留。
haascnc_com_rotary_troubleshooting_guide_ngc::parameter_or_fault_code::894fe23de2a9,haascnc_com_rotary_troubleshooting_guide_ngc,haascnc.com-Rotary - Troubleshooting Guide - NGC.pdf,32,32,alarm_fault_code,parameter_or_fault_code,Which setting or parameter matters for Rotary Pressure Switch testing on the Haas rotary unit?,5.,"5. See if the alarm follows the suspected failed component.
Step 4 can either be done by switching the axis of the pressure switch if it's on a dual axis rotary or moving the
switch to a different rotary if it is on a single axis rotary.
HSG-A 01-18-2023",short_generated_answer,revise,"In Haas rotary pressure switch testing, how can you check whether the alarm follows the suspected failed component?","Switch the pressure switch axis on a dual-axis rotary or move the switch to a different rotary on a single-axis rotary, then see whether the alarm follows the suspected failed component.",troubleshooting_step,原答案只有“5.”，但证据可以修复为压力开关测试步骤。
